"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"3042510",7576372308,"212ZPV","CT","PAS","04/03/2015",38,"2DSD","ME/BE","T",73970,78490,23800,"01/01/88880088 12:00:00 PM",43,43,43,361790,"T202","G","0330P","","BX","O","1491","West Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","GOLD",NA,0,"",0,"04A","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3668053",7128345711,"FSW6311","NY","PAS","08/05/2014",21,"PICK","HONDA","T",55490,31230,61890,"01/01/20151010 12:00:00 PM",104,104,104,358175,"T401","K","0955A","","Q","F","17-46","Menahan St","","01/05/0001 12:00:00 PM",408,"d1","","Y","0930P","1100A","DK/",NA,2007,"",0,"62-A","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9995632",7580726932,"GML5264","NY","PAS","08/06/2014",21,"4DSD","NISSA","T",44190,48090,30190,"01/01/20160120 12:00:00 PM",101,101,101,353398,"T402","M","0921A","","Q","F","1815","Everdell Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y","0830A","1000A","BL",NA,2012,"",0,"R 42","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7456369",4004632432,"GBP1025","NY","PAS","05/27/2015",5,"SUBN","CHEVR","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0450P","","","","","NB 1ST AVE @ E 106TH","ST","01/05/0001 12:00:00 PM",1111,"C","T","","","","BK",NA,2001,"",0,"","BUS LANE VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5950268",7637024179,"XAUC61","NJ","PAS","06/10/2015",69,"PICK","FORD","T",25630,28490,33490,"01/01/88880088 12:00:00 PM",1,1,1,356255,"T105","H","0141P","","NY","O","125","Maiden Ln","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0800A","0600P","WHITE",NA,0,"",0,"067","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10283431",7822140930,"Y29ENS","NJ","PAS","01/07/2015",14,"SUBN","FORD","T",11010,34630,34650,"01/01/88888888 12:00:00 PM",14,14,14,354181,"T502","K","0407P","","NY","F","597","10th Ave","","01/05/0001 12:00:00 PM",408,"c","","Y","0400P","0700P","BLACK",NA,0,"",0,"MC 9","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11403461",7751994496,"FSK9213","NY","PAS","05/04/2015",71,"4DSD","NISSA","T",49920,27480,27510,"01/01/20150930 12:00:00 PM",45,45,45,349900,"T202","O","0639A","","BX","F","2045","Mayflower Ave","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","GY",NA,2013,"",0,"I 22","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3967064",7814569102,"GTK5181","NY","PAS","12/22/2014",21,"SUBN","HONDA","T",60440,55430,58330,"01/01/20160825 12:00:00 PM",90,90,90,356345,"T301","S","0942A","","K","O","90","Meserole St","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","0930A","1100A","BL",NA,2014,"",0,"15 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9507881",7293041871,"71546JY","NY","COM","11/19/2014",38,"VAN","CHEVR","T",24890,18610,18630,"01/01/20141031 12:00:00 PM",19,19,19,358573,"T103","G","1020A","","NY","F","1207","Lexington Ave","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","1000A","0700P","WH",NA,2009,"",0,"19 7","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4016672",7665085258,"54615MG","NY","COM","03/19/2015",10,"VAN","FRUEH","T",10110,18820,18830,"01/01/20161231 12:00:00 PM",19,19,19,355156,"T103","A","0539A","","NY","O","1772","2nd Ave","","01/05/0001 12:00:00 PM",408,"b","","YYYYYYY","","","WH",NA,2007,"",0,"A 77","10-No Stopping","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1664051",8015684973,"79786MD","NY","COM","06/30/2015",46,"VAN","FORD","T",18530,10010,45590,"01/01/20150731 12:00:00 PM",19,19,19,361343,"T103","M","0349P","1200P","NY","O","427","E 77th St","","01/01/20150630 12:00:00 PM",408,"F1","","","","","WH",NA,2013,"",0,"A 77","46B-Double Parking (Com-100Ft)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5953044",7516334327,"3AUFT8","CT","PAS","04/30/2015",14,"4DSD","FORD","T",38430,73430,23530,"01/01/88880088 12:00:00 PM",77,77,77,332408,"T301","L","0733A","","K","O","1215","Eastern Pky","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WHITE",NA,0,"",0,"I 31","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3414942",7912154644,"48635JV","NY","COM","04/24/2015",14,"UTIL","FRUEH","T",34650,10510,13610,"01/01/20160430 12:00:00 PM",14,14,14,351268,"T502","J","0734A","","NY","O","120","W 44th St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GR",NA,2007,"",0,"03 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9805941",7798954193,"19753JT","NY","COM","08/27/2014",38,"DELV","INTER","T",67030,14780,14830,"01/01/88888888 12:00:00 PM",61,61,61,361068,"T302","P","0412P","","K","F","3720","Nostrand Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","BROWN",NA,2005,"",0,"19 3","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9422298",7851447161,"AP346S","NJ","PAS","01/22/2015",84,"DELV","INTER","T",17670,10110,97680,"01/01/88888888 12:00:00 PM",17,17,17,346204,"T502","J","0646A","","NY","F","300","E 34th St","","01/05/0001 12:00:00 PM",408,"k7","","","","","GREEN",NA,0,"",0,"A 17","84-Platform lifts in low posit","","","",NA,NA,NA,NA,NA,NA,NA,NA
"68463",8041856342,"82910JX","NY","COM","05/22/2015",16,"VAN","FORD","T",18250,27790,24890,"01/01/20160831 12:00:00 PM",19,19,19,361065,"T103","CC","0845A","0806A","NY","F","101","E 63rd St","","01/05/0001 12:00:00 PM",408,"k2","","Y","0700A","0700P","WH",NA,2006,"",0,"16 7","16-No Std (Com Veh) Com Plate","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7932834",5083907999,"DVU1098","NY","PAS","11/22/2014",7,"SUBN","CHRYS","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1225A","","","","","CLOVE RD (N/B) @ BAR","D AVE","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2007,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2926200",7178744303,"AHV9080","NY","PAS","12/24/2014",31,"4DSD","TOYOT","T",13610,29290,19890,"01/01/20150228 12:00:00 PM",6,6,6,361274,"T101","E","0301P","","NY","O","599","Broadway","","01/05/0001 12:00:00 PM",408,"l3","","YYYYY","0700A","0600P","BLACK",NA,2009,"",0,"67 1","31-No Stand (Com. Mtr. Zone)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6550062",4004659899,"FZC7291","NY","PAS","06/03/2015",5,"4DSD","CADIL","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0624P","","","","","WB 207TH ST @ VERMIL","YEA AVE","01/05/0001 12:00:00 PM",1111,"C","T","","","","GR",NA,2004,"",0,"","BUS LANE VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3983997",7048608006,"DUG8687","NY","PAS","06/20/2015",38,"SUBN","JEEP","T",10110,17070,17090,"01/01/20160809 12:00:00 PM",9,9,9,358945,"T101","E","1149A","","NY","F","83","2nd Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","1000P","BK",NA,2008,"",0,"59 1","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6164888",7916880222,"8A69B","NY","OMT","06/27/2014",13,"TAXI","FORD","T",10810,34550,34570,"01/01/20150228 12:00:00 PM",17,17,17,353405,"T502","J","0611A","","NY","F","601","8th Ave","","01/05/0001 12:00:00 PM",408,"c2","","YYYYYYY","","","YW",NA,2011,"",0,"01 6","13-No Stand (taxi stand)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10395286",7445901619,"FBH3638","NY","PAS","02/06/2015",37,"PICK","TOYOT","T",59990,15140,15290,"01/01/20160731 12:00:00 PM",112,112,112,355669,"T402","D","0212P","0206P","Q","O","109-15","Queens Blvd","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","WH",NA,2007,"405-8816",0,"01 4","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3805093",7099865754,"GEB1785","NY","PAS","07/31/2014",21,"SUBN","TOYOT","T",61090,23190,23180,"01/01/20150210 12:00:00 PM",109,109,109,359311,"T401","D","1106A","","Q","F","149-19","Roosevelt Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y","1100A","1230A","WH",NA,2013,"",0,"07-A","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4045674",7765470360,"FZD8420","NY","PAS","07/01/2014",71,"2DSD","KIA","T",34190,57970,55450,"01/01/20160526 12:00:00 PM",100,100,100,350438,"T402","L","0754A","","Q","F","138","Beach 120th St","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","GY",NA,2012,"",0,"Q 42","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2312144",7298199882,"0L3364G","NJ","PAS","09/06/2014",20,"4DSD","LINCO","T",34830,10910,11010,"01/01/88888888 12:00:00 PM",18,18,18,340079,"T503","A1","1254P","","NY","F","424","W 53rd St","","01/05/0001 12:00:00 PM",408,"d","","YYYYYYY","0800A","1200A","BLACK",NA,0,"",0,"34 7","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6795242",4607801616,"GUM9045","NY","PAS","06/05/2015",36,"SUBN","FORD","V",10350,40404,40404,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0847A","","","","","WB 4TH AVE @ 41ST ST","","01/05/0001 12:00:00 PM",1180,"B","T","","","","GY",NA,2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4776372",8020750710,"FPB7932","NY","PAS","04/14/2015",21,"SUBN","NS/OT","T",41930,40404,40404,"01/01/20150901 12:00:00 PM",77,77,77,359310,"T301","N","0835A","","K","O","1077","Franklin Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","0800A","0930A","RED",NA,2002,"",0,"09 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10052840",8010733969,"GLC6667","NY","PAS","01/07/2015",38,"SUBN","TOYOT","T",37350,12010,31190,"01/01/20151028 12:00:00 PM",34,34,34,357701,"T103","R","0219P","","NY","O","558","W 180th St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","GY",NA,2010,"",0,"08 7","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8657830",7610049839,"GPY8483","NY","PAS","10/10/2014",16,"4DSD","INFIN","T",65620,26430,26490,"01/01/20160519 12:00:00 PM",40,40,40,345264,"T720","A","0913A","","BX","F","840","St Anns Ave","","01/05/0001 12:00:00 PM",408,"k2","","YYYYY","0800A","0400P","GR",NA,1997,"",0,"C 62","16A-No Std (Com Veh) Non-COM","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4467112",7381745501,"XM646U","NM","PAS","10/15/2014",47,"DELV","GMC","T",10510,34630,34650,"01/01/20150288 12:00:00 PM",18,18,18,346167,"T106","D","0840A","","NY","F","1133","6th Ave","","01/05/0001 12:00:00 PM",408,"l2","","Y","0700A","0700P","RED",NA,0,"",0,"34 6","47-Double PKG-Midtown","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4301771",7661862931,"XBJR38","NJ","PAS","04/20/2015",40,"VAN","ME/BE","T",35290,0,0,"01/01/88880088 12:00:00 PM",20,20,20,349481,"T503","D1","0217P","","NY","I","N","W 76th St","15ft W/of Central Pa","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","WHITE",NA,0,"",0,"17 7","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6479393",5086523576,"AL7170","NY","PSD","06/02/2015",7,"SUBN","CHEVR","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0425P","","","","","FLATBUSH AVE (N/B) @","BERGEN ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","WH",NA,2007,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1781699",7567773260,"49731JG","NY","COM","03/04/2015",20,"VAN","GMC","T",13810,11610,20090,"01/01/88888888 12:00:00 PM",5,5,5,361076,"T101","E","0537P","1200P","NY","F","287","Broome St","","01/01/20150304 12:00:00 PM",408,"d","","YYYYYYY","","","BROWN",NA,1990,"",0,"52 1","20-No Parking (Com Plate)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1663336",8015121668,"U14FBF","NJ","PAS","03/14/2015",14,"SUBN","AUDI","T",35030,0,0,"01/01/88888888 12:00:00 PM",20,20,20,355567,"T103","G","0402P","","NY","I","S","W 63rd St","10ft W/of Central Pa","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","BLACK",NA,0,"",0,"CC1","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3229405",8018376402,"3BY7983","MD","PAS","06/28/2015",14,"4DSD","SUBAR","T",34750,0,0,"01/01/20150088 12:00:00 PM",18,18,18,353131,"T106","E","0252P","","NY","I","S","W 49th St","30ft E/of 6th Ave","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","SILVE",NA,0,"",0,"18 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2390647",8014325310,"FJX2158","NY","PAS","02/02/2015",20,"4DSD","LEXUS","T",28830,77650,13830,"01/01/20150310 12:00:00 PM",66,66,66,361064,"T302","B","1058A","","K","F","651A","Coney Island Ave","","01/05/0001 12:00:00 PM",408,"d","","YYYYYYY","","","GREY",NA,2001,"",0,"09 3","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6274309",7546301774,"GLS5809","NY","PAS","08/03/2014",40,"4DSD","SUBAR","T",10180,6880,6980,"01/01/20151120 12:00:00 PM",66,66,66,330138,"T802","A","0243A","","K","F","1862","72nd St","","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","WH",NA,2014,"",0,"A 31","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11341605",7128377815,"GJU3891","NY","PAS","01/06/2015",71,"SUBN","INFIN","T",28990,14740,14810,"01/01/20151222 12:00:00 PM",112,112,112,347619,"T401","F","0414P","","Q","F","70-13","Austin St","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","GY",NA,2014,"",0,"59-P","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10289262",7810588308,"GBD3945","NY","PAS","04/02/2015",14,"SUBN","HONDA","T",29990,25490,15010,"01/01/20160729 12:00:00 PM",7,7,7,355710,"T101","M","0849A","","NY","F","54-64","Rutgers St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","BK",NA,2012,"",0,"02 1","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1331488",7856384499,"PAN6953","MI","PAS","06/22/2015",14,"TRAC","FRUEH","T",34710,13610,10810,"01/01/88880088 12:00:00 PM",14,14,14,361380,"T102","I","0659A","","NY","F","243","W 47th St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WHITE",NA,0,"",0,"99 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10669139",7715534535,"GALINDO1","NY","SRF","09/11/2014",20,"PICK","CHEVR","T",18350,0,0,"01/01/20150916 12:00:00 PM",19,19,19,356507,"T103","Q","0444P","","NY","I","N","E 68th St","25ft W/of 3rd Ave","01/05/0001 12:00:00 PM",408,"d","","YYYYY","0700A","0700P","WH",NA,2009,"",0,"23 7","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5239961",7567773272,"T639324C","NY","OMT","03/04/2015",14,"SUBN","HONDA","T",21690,13460,15310,"01/01/20150831 12:00:00 PM",5,5,5,361076,"T101","E","0600P","","NY","F","241","Grand St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","BLACK",NA,2007,"",0,"52 1","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1056262",1373183196,"40803ME","NY","COM","07/25/2014",46,"VAN","FORD","P",27430,54130,45930,"01/01/20160131 12:00:00 PM",88,88,88,918234,"0088","0000","1049A","","K","F","392","CLINTON AV","","01/05/0001 12:00:00 PM",408,"F1","","BBBBBBB","ALL","ALL","WH",0,2013,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2051708",8027304337,"GMS3497","NY","PAS","04/28/2015",21,"4DSD","NISSA","T",17690,23140,23290,"01/01/20160323 12:00:00 PM",107,107,107,345475,"T402","M","0844A","","Q","O","149-03","87th Rd","","01/05/0001 12:00:00 PM",408,"d1","","Y","0830A","1000A","GY",NA,2005,"",0,"E 42","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6342834",4605221955,"GVA2683","NY","PAS","02/13/2015",36,"SUBN","HONDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0157P","","","","","NB KINGS HWY @ E 94T","H ST","01/05/0001 12:00:00 PM",1180,"B","T","","","","WH",NA,2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10532989",7096174126,"FER7973","NY","PAS","07/30/2014",38,"SUBN","NISSA","T",42785,9940,57790,"01/01/20140818 12:00:00 PM",111,111,111,356951,"T401","N","0117P","","Q","F","44-30","Douglaston Pky","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","TAN",NA,1995,"",0,"X 41","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3976495",7221473470,"M69EGP","NJ","PAS","11/03/2014",37,"SUBN","HONDA","T",67030,14230,14280,"01/01/88888888 12:00:00 PM",63,63,63,341963,"T302","G","1126A","1038A","K","F","2750","Nostrand Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","BLACK",NA,0,"304-3160",0,"11 3","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6165202",8005727203,"EAS2010","NY","PAS","12/30/2014",21,"4DSD","MAZDA","T",18410,24890,10210,"01/01/20150713 12:00:00 PM",19,19,19,355685,"T103","J","1106A","","NY","F","160","E 71st St","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","1100A","1230A","OTHER",NA,2007,"",0,"CC1","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6361725",5082147640,"FFC5588","NY","PAS","08/12/2014",7,"4DSD","KIA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1222P","","","","","NORTHERN BLVD (E/B)","@ 114TH ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2009,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1894274",7353565457,"61270MC","NY","COM","02/06/2015",14,"VAN","FORD","T",36410,13610,11112,"01/01/88888888 12:00:00 PM",26,26,26,355218,"T103","A","0733A","","NY","F","632","W 132nd St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WHITE",NA,2012,"",0,"CC1","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7195654",4003318948,"CAU9345","NY","PAS","05/22/2014",5,"4DSD","HONDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0648P","","","","","NB ROGERS AVE @ LIND","EN BLVD","01/05/0001 12:00:00 PM",1111,"C","T","","","","BL",NA,2007,"",0,"","BUS LANE VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7354789",4608454043,"GVD5715","NY","PAS","06/24/2015",36,"PICK","HONDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0940A","","","","","SB SPRINGFIELD BLVD","@ HOLLIS AVE","01/05/0001 12:00:00 PM",1180,"B","T","","","","GY",NA,2007,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10100404",8022459495,"GUP2451","NY","PAS","05/06/2015",14,"SUBN","ROVER","T",40930,0,0,"01/01/20161112 12:00:00 PM",63,63,63,356530,"T302","C","1117A","","K","I","W","Flatbush Ave","10ft S/of Avenue H","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GY",NA,2014,"",0,"19 3","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9067262",7629941286,"FXN7756","NY","PAS","07/24/2014",80,"4DSD","NISSA","T",7540,64290,9640,"01/01/20160406 12:00:00 PM",114,114,114,358652,"T401","R","0428P","","Q","F","40-12","28th Ave","","01/05/0001 12:00:00 PM",408,"n8","","","","","WH",NA,2012,"",0,"25 4","80-Missing Equipment (specify)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2572977",7136298507,"11045TC","NY","TRC","08/25/2014",38,"DELV","INTER","T",8390,0,0,"01/01/20150331 12:00:00 PM",114,114,114,357687,"T401","Q","1034A","","Q","I","E","33rd St","5ft N/of 30th Ave","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","WHITE",NA,2001,"",0,"28-P","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
