"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"9943798",8049934676,"XDHD86","NJ","PAS","05/12/2016",14,"DELV","FRUEH","T",27790,18390,18410,20160088,19,19,19,351274,"T503","A1","0133P","","NY","F","725","Park Ave","",0,408,"c","","YYYYYYY","","","WHITE","",0,"",0,"19 7","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601561",8028138950,"42738ME","NY","COM","10/14/2015",31,"PICK","FORD","T",34750,10510,10610,20160930,18,18,18,346409,"T106","A","0935A","","NY","F","152","W 49th St","",0,408,"l3","","YYYYY","0700A","0600P","GY","",2014,"",0,"F 17","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6631173",7550707571,"GLH9969","NY","PAS","02/10/2016",37,"4DSD","CHEVR","T",53830,27530,29830,20160228,84,84,84,361838,"T301","N","1018A","1000A","K","O","170","Joralemon St","",0,408,"h1","","Y","0900A","0700P","OTHER","",2016,"301-3619",0,"01 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4856984",4613749311,"JMP3040","PA","PAS","12/03/2015",36,"SDN","MERCU","V",0,0,0,0,NA,0,0,0,"","","0348P","","","","","SB GRAND CONCOURSE @","E 203RD ST",0,1180,"B","T","","","","","",2003,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480628",7760785379,"T653598C","NY","OMT","09/11/2015",72,"4DSD","TOYOT","T",17290,0,0,20150930,102,102,102,352969,"T402","G","1000A","","Q","I","E","85th Rd","5ft N/of 90th St",0,408,"j7","","","","","WH","",2011,"",0,"17 4","72-Insp Stkr Mutilated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6082125",4615011064,"ESZ9074","NY","PAS","01/08/2016",36,"4DSD","ME/BE","V",0,0,0,0,NA,0,0,0,"","","0130P","","","","","WB FLATLANDS AVE @ E","77TH ST",0,1180,"B","T","","","","LTGY","",2003,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9180799",1408253513,"HFB7155","NY","PAS","04/13/2016",46,"SDN","DODGE","P",13820,14720,66620,20180223,42,42,42,957275,"0042","0000","0646P","","BX","F","1490","BOSTON ROAD","",0,408,"K6","","BBBBBBB","ALL","ALL","BLUE","0",2015,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8990994",8028583313,"14101PC","NY","IRP","04/15/2016",69,"TK","INTER","T",23390,17290,17310,20160430,13,13,13,352036,"T102","D","1038A","","NY","F","17","Irving Pl","",0,408,"h1","","Y","0800A","0600P","WH","",2012,"",0,"99 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716220",7761509980,"940MAA","FL","PAS","06/30/2015",17,"4DSD","HONDA","T",24290,0,0,20150788,103,103,103,331302,"T402","J","0926A","","Q","I","E","165th St","60ft N/of Arcade Ave",0,408,"c4","","YYYYYYY","","","PURPL","",0,"",0,"14 4","17-No Stand (exc auth veh)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2324954",4609701716,"GZL2128","NY","PAS","09/18/2015",36,"4DSD","NISSA","V",0,0,0,0,NA,0,0,0,"","","1139A","","","","","SB NOSTRAND AVE @ AV","E K",0,1180,"B","T","","","","GY","",2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941300",8020558433,"HAP9663","NY","PAS","09/13/2015",40,"4DSD","DODGE","T",58030,55530,82930,20150830,81,81,81,361304,"T802","B","0120A","","K","F","471","Macon St","",0,408,"e2","","YYYYYYY","","","WHITE","",2014,"",3,"T 31","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7989027",7892680585,"8BG6450","MD","PAS","03/17/2016",16,"4DSD","CHRYS","T",10510,34530,34550,20160188,14,14,14,349916,"T502","X","0110P","","NY","F","1032","6th Ave","",0,408,"k2","","Y     Y","0700A","0400P","RED","",0,"",0,"01 6","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435865",1384077261,"77207KA","NY","COM","07/14/2015",47,"VAN","FORD","P",10210,17510,17530,20150929,13,13,401,927706,"0401","0000","1102A","","NY","F","373","3RD AVE","",0,408,"L2","","YYYYYYB","0700A","0700P","WH","0",2005,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5704257",4615218254,"JPR6229","PA","PAS","01/12/2016",36,"SW","GMC","V",0,0,0,0,NA,0,0,0,"","","0239P","","","","","WB ROCKAWAY BLVD @ L","INCOLN ST",0,1180,"B","T","","","","","",2003,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9615431",4619166285,"DKN7091","NY","PAS","05/02/2016",36,"SUBN","TOYOT","V",0,0,0,0,NA,0,0,0,"","","1111A","","","","","NB RIVERDALE AVE @ W","254TH ST",0,1180,"B","T","","","","BK","",2011,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6966122",7405958369,"BLANKPLATE","99","999","02/23/2016",74,"4DSD","ME/BE","T",70620,50520,13720,88880088,44,44,44,352973,"T801","B","1032P","","BX","F","1435","University Ave","",0,408,"j2","","","","","GREY","",0,"",0,"G 21","74-Missing Display Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7073241",7978298693,"EKU5367","NY","PAS","02/15/2016",40,"4DSD","HONDA","T",7640,6940,7090,20160711,114,114,114,357763,"T401","D","1019A","","Q","F","23-18","28th St","",0,408,"e2","","YYYYYYY","","","BK","",2008,"",7,"34 4","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7913267",7496768327,"BMZ1625","NC","PAS","03/11/2016",40,"4DSD","NISSA","T",11710,37090,37110,20160588,33,33,33,356274,"T103","X","0744A","","NY","F","2142","Amsterdam Ave","",0,408,"e2","","YYYYYYY","","","OTHER","",0,"",3,"01 7","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6588040",7492231647,"GYL1149","NY","PAS","02/24/2016",14,"SUBN","HONDA","T",50630,10775,53970,20170607,94,94,94,356332,"T301","Y","0827A","","K","O","120","Hope St","",0,408,"c","","YYYYY","0600A","0600P","BK","",1999,"",0,"A 31","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8618826",8269018995,"GVJ4840","NY","PAS","04/21/2016",20,"SUBN","FORD","T",10830,7430,7530,20161214,62,62,62,361356,"T302","B","1129A","","K","O","2302","85th St","",0,408,"d","","YYYYYYY","","","GY","",2015,"",0,"06 3","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685470",8035586579,"EHT6832","NY","PAS","09/21/2015",21,"4DSD","INFIN","T",88130,85330,83330,20160615,81,81,81,354019,"T301","M","1211P","","K","F","263","Vernon Ave","",0,408,"d1","","Y  Y","1200A","0130P","GY","",2008,"",0,"A 31","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6206851",7493509750,"65524JR","NY","COM","01/15/2016",21,"DELV","INTER","T",86530,64830,23330,88888888,71,71,71,362237,"T302","C","1115A","","K","O","1339","Union St","",0,408,"d1","","Y  Y","1100A","1230A","BROWN","",0,"",0,"35 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518990",5087237745,"E72FDA","NJ","PAS","07/11/2015",7,"WAGO","MER","V",0,0,0,0,NA,0,0,0,"","","0254P","","","","","EB GRAND CENTRAL PKW","Y SVC RD @ 72ND RD",0,1111,"D","T","","","","GN","",0,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842645",7382348623,"GPR2741","NY","PAS","08/02/2015",14,"SUBN","FORD","T",0,0,0,20160615,50,50,50,356312,"T801","B","0109A","","BX","I","N","W 197th St","10ft W/of Webb Ave",0,408,"c","","YYYYYYY","","","RD","",2003,"",0,"K 21","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8935568",7827083444,"XBUA63","NJ","PAS","04/20/2016",37,"VAN","FORD","T",10810,34050,34070,88880088,10,10,10,361815,"T102","L","0120P","0113P","NY","F","94","8th Ave","",0,408,"h1","","Y","1000A","0700P","WHITE","",0,"145-3243",0,"99 6","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5926839",8011798443,"HBG3496","NY","PAS","01/22/2016",20,"4DSD","INFIN","T",24040,18140,51090,20180111,103,103,103,363025,"T402","E","1248P","","Q","O","90-11","160th St","",0,408,"d","","YYYYYYY","","","GREY","",2008,"",0,"18 4","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4490542",7704205262,"B65EAP","NJ","PAS","11/24/2015",37,"SUBN","AUDI","T",9180,6380,6480,88888888,66,66,66,362537,"T302","K","0244P","0204P","K","F","1310","52nd St","",0,408,"h1","","YYYYY","0900A","0700P","GREY","",0,"311-3080",0,"01 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10078686",1402512510,"EKS4931","NY","PAS","05/25/2016",70,"SUBN","","P",50690,36990,20440,20160402,113,113,113,932637,"0113","0000","1000A","","Q","F","110-19","INWOOD ST","",0,408,"J3","","BBBBBBB","ALL","ALL","BLACK","0",2002,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013984",8047193788,"GYV1707","NY","PAS","09/15/2015",20,"SUBN","NISSA","T",18630,0,0,20170613,71,71,71,355542,"T302","Q","0934A","","K","I","E","Bedford Ave","75ft N/of Union St",0,408,"d","","YYYYY","0700A","1000A","BK","",2015,"",0,"C 32","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5378650",7291393980,"41802","NY","MED","12/26/2015",21,"4DSD","FORD","T",37290,16490,29490,20170129,110,110,110,359307,"T401","D","0826A","","Q","F","79-01","Broadway","",0,408,"d1","","Y","0800A","0830A","BK","",2010,"",0,"10-A","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7930349",7698377600,"CDX2622","NY","PAS","03/25/2016",38,"SUBN","ME/BE","T",6030,5430,5580,20160715,78,78,78,361904,"T302","R","0509P","","K","O","287","9th St","",0,408,"h1","","Y","0830A","0700P","BK","",1989,"",0,"59 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4764090",8113000100,"AM698V","NJ","PAS","11/16/2015",47,"DELV","FRUEH","T",10410,17290,17310,88880088,10,10,10,362540,"T102","K","0122P","","NY","O","104","5th Ave","",0,408,"l2","","Y","0700A","0700P","GREEN","",0,"",0,"11 6","47-Double PKG-Midtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608169",8004765312,"EGPG76","FL","PAS","09/18/2015",37,"SUBN","INFIN","T",53790,18490,18590,20160288,106,106,106,353158,"T402","C","0338P","0207P","Q","F","92-16","Liberty Ave","",0,408,"h1","","Y","0900A","0700P","BLACK","",0,"452-2507",0,"23 4","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9282322",7027575085,"HAT5590","NY","PAS","05/24/2016",40,"4DSD","ACURA","T",43390,39830,53954,88888888,102,102,102,345530,"T402","N","0612A","","Q","F","88-37","Eldert Ln","",0,408,"e2","","YYYYYYY","","","GREY","",0,"",5,"J 42","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9815376",7620940649,"22151TC","NY","TRC","05/09/2016",69,"TRAC","FRUEH","T",34910,10510,39,20160630,18,18,18,353525,"T106","X","0738A","","NY","F","110","W 57th St","",0,408,"h1","","Y","0700A","0400P","RD","",2005,"",0,"CC1","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58513",4608433659,"GZC3630","NY","PAS","06/23/2015",36,"4DSD","NISSA","V",10350,40404,40404,0,NA,0,0,0,"","","0426P","","","","","WB 4TH AVE @ 41ST ST","",0,1180,"B","T","","","","GY","",2002,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391767",8047102321,"GVV8012","NY","PAS","06/30/2015",46,"SUBN","TOYOT","T",43130,5880,72630,20161225,78,78,78,331331,"T302","Q","1039A","","K","F","295","Garfield Pl","",0,408,"f1","","","","","BR","",2015,"",0,"C1 3","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7722510",4617368346,"BXNY826","NY","SRF","03/15/2016",36,"4DSD","BMW","V",0,0,0,0,NA,0,0,0,"","","1122A","","","","","SB GRAND CONCOURSE @","E 203RD ST",0,1180,"B","T","","","","BL","",2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4401813",7496562324,"79697MG","NY","COM","11/09/2015",38,"VAN","FORD","T",59990,13990,14140,20170430,112,112,112,345451,"T401","H","0235P","","Q","O","100-1Y","Queens Blvd","",0,408,"h1","","Y","0800A","0700P","WH","",2015,"",0,"59-P","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10411040",8023745517,"FYW4309","NY","PAS","06/24/2016",21,"SUBN","DODGE","T",14330,31330,59430,20180409,62,62,62,331245,"T302","L","1003A","","K","O","283","Avenue O","",0,408,"d1","","Y","0930A","1100A","TN","",2005,"",0,"O 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7472744",8020886084,"GFM4012","NY","PAS","03/24/2016",14,"SUBN","FORD","T",19230,0,0,20170731,77,77,77,357051,"T301","C","0411P","","K","I","S","Bergen St","5ft E/of Bedford Ave",0,408,"c","","YYYYYYY","","","WH","",2012,"",0,"SPCL","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9798976",7755130101,"44040MG","NY","COM","05/21/2016",85,"DELV","UD","T",10540,12140,47290,20170430,104,104,104,356248,"T803","BB","0324A","0859P","Q","O","58-45","47th St","",0,408,"k5","","","","","WH","",2007,"",0,"H 42","85-Storage-3 hour Commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10222314",7006714023,"CZM4870","NY","PAS","06/01/2016",72,"SUBN","FORD","T",8790,18390,18490,20160801,115,115,115,356327,"T401","D","1125A","","Q","F","91-15","37th Ave","",0,408,"j7","","","","","RD","",2002,"",0,"22 4","72-Insp Stkr Mutilated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8645960",1400582982,"EVW5914","PA","PAS","03/21/2016",67,"SUBN","SUBAR","P",32130,48830,82530,0,76,76,76,956640,"0076","0000","0915P","","K","F","226","DEGRAW ST","",0,408,"F1","","BBBBBBB","ALL","ALL","BLK","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439336",7499314728,"FBE1842","NY","PAS","10/09/2015",21,"4DSD","DODGE","T",63820,0,0,20160709,50,50,50,355206,"T201","N","0958A","","BX","I","S","Sedgwick Ave","200ft E/of Hillman A",0,408,"d1","","Y","0930A","1100A","WH","",2009,"",0,"51 2","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3235609",4610319329,"XX804J","NJ","PAS","09/30/2015",36,"WAGO","ME/BE","V",0,0,0,0,NA,0,0,0,"","","1153A","","","","","WB E 135TH ST @ ALEX","ANDER AVE",0,1180,"B","T","","","","WT","",2011,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4085452",1386223098,"VF70067","NY","PAS","10/25/2015",51,"SUBN","NISSA","P",14380,35380,35430,20171005,61,61,61,958039,"0061","0000","1002A","","K","F","1300","AVE P","",0,408,"F1","","BBBBBBB","ALL","ALL","SILVE","0",2011,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9125716",8229010754,"FWE9645","NY","PAS","03/29/2016",14,"SUBN","TOYOT","T",23140,49690,17790,20160918,103,103,103,363124,"T402","H","0438P","","Q","F","87-63","148th St","",0,408,"c","","YYYYY","0400P","0700P","WH","",2002,"",0,"12 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9004617",8038478216,"E97FJC","NJ","PAS","04/23/2016",38,"4DSD","NS/OT","T",27590,29890,31490,88888888,7,7,7,363026,"T101","H","1236P","","NY","F","153","Orchard St","",0,408,"h1","","Y","0900A","0700P","GOLD","",0,"",0,"58 1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6082206",4615012731,"EKV3004","NY","PAS","01/05/2016",36,"SUBN","JEEP","V",0,0,0,0,NA,0,0,0,"","","1009A","","","","","NB PENNSLVANIA AV. S","EAVW AV - TWNPNS DR",0,1180,"B","T","","","","WH","",2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760480",8049456559,"EUH1033","NY","PAS","09/11/2015",37,"SUBN","HONDA","T",13430,20530,64330,20170730,84,84,84,358133,"T301","G","1107A","1059A","K","F","443","Atlantic Ave","",0,408,"h1","","Y","0900A","0700P","SILVE","",2015,"301-3024",0,"19 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7274323",4616992770,"GMJ6481","NY","PAS","03/07/2016",36,"SUBN","CHEVR","V",0,0,0,0,NA,0,0,0,"","","1203P","","","","","EB NORTHERN BLVD @ 1","08TH ST",0,1180,"B","T","","","","BK","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3484717",7706998769,"FCZ5016","NY","PAS","10/09/2015",38,"SUBN","NISSA","T",6880,0,0,20160129,66,66,66,361373,"T302","E","0130P","","K","I","N","18th Ave","20ft E/of 51st St",0,408,"h1","","YYYYY","0830A","0700P","BL","",2013,"",0,"40 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4678924",8036236588,"FRJ3100","NY","PAS","11/24/2015",21,"4DSD","BMW","T",32030,85730,85330,20170728,79,79,79,362633,"T301","S","0911A","","K","O","29","Decatur St","",0,408,"d1","","Y  Y","0900A","1030A","BLACK","",0,"",0,"09 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299149",7157180261,"61943ME","NY","COM","10/26/2015",42,"VAN","ME/BE","T",15710,35550,35570,20160930,24,24,24,362167,"T103","F","1046A","","NY","O","610","Columbus Ave","",0,408,"h1","","YYYYY","0700A","0700P","WH","",2014,"106-3058",0,"37 7","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7661285",1407899510,"11695MB","NY","COM","02/22/2016",78,"VAN","CHRYS","P",31390,36370,13113,20170105,26,26,26,957574,"0026","0000","1241A","","","O","85","ST NICHOLAS TERRACE","",0,408,"C3","","BBBBBBB","ALL","ALL","RED","0",2002,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4039846",8034651515,"GJH4951","NY","PAS","11/21/2015",46,"4DSD","NISSA","T",18520,47720,66520,88888888,45,45,45,358186,"T202","X","1013A","","BX","F","1408","Castle Hill Ave","",0,408,"f1","","","","","WHITE","",0,"",0,"06 2","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7338474",7027937694,"GXV8787","NY","PAS","03/07/2016",37,"4DSD","TOYOT","T",24090,18140,51090,20170706,107,107,107,362583,"T402","G","0537P","0522P","Q","F","90-48","161st St","",0,408,"h1","","Y","0900A","0700P","GY","",2004,"408-1961",0,"17 4","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3765313",4612796421,"HAH4970","NY","PAS","11/13/2015",36,"4DSD","AUDI","V",0,0,0,0,NA,0,0,0,"","","1110A","","","","","NB MAIN ST @ REEVES","AVE",0,1180,"B","T","","","","TN","",2005,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004521",8222519116,"CXD3721","NY","PAS","04/27/2016",72,"SUBN","CHRYS","T",7300,57390,7540,20160502,114,114,114,354007,"T401","B","0906A","","Q","F","27-53","Crescent St","",0,408,"j7","","","","","GY","",2002,"",0,"28 4","72A-Insp Stkr Counterfeit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658438",8029994564,"46323PC","NY","IRP","09/14/2015",47,"TK","INTER","T",18150,10410,25390,20160430,18,18,18,353143,"T106","J","0401P","","NY","F","14","E 58th St","",0,408,"l2","","Y","0700A","0700P","WH","",2012,"",0,"16 6","47-Double PKG-Midtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5053932",7703925720,"GFV5746","NY","PAS","12/15/2015",51,"2DSD","AUDI","T",9830,5680,5780,20170421,68,68,68,362187,"T302","J","0204P","","K","O","661","65th St","",0,408,"e3","","","","","WH","",2013,"",0,"E 32","51-Sidewalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4627702",8024736196,"EGU4192","NY","PAS","11/17/2015",37,"SUBN","CHEVR","T",57790,16590,16740,20160603,115,115,115,354057,"T401","H","0215P","1200P","Q","F","80-15","Northern Blvd","",0,408,"h1","","Y","1000A","0700P","GY","",2008,"439-1233",0,"48-P","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
