"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"6976063",4603865715,"KRR915","NY","PAS","11/20/2014",36,"4DSD","SUZUK","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0702A","","","","","EB SHORE PKWY @ WEST","AVE","01/05/0001 12:00:00 PM",1180,"B","T","","","","BLRD",NA,2007,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"53433",7909578600,"11873JY","NY","COM","08/19/2014",69,"VAN","CHEVR","T",34310,10510,10610,"01/01/88888888 12:00:00 PM",13,13,13,357078,"T102","D","1004A","","NY","F","152","W 27th St","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0800A","0600P","WHITE",NA,2007,"",0,"02 6","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"310409",7919108949,"74384JW","NY","COM","01/29/2015",47,"VAN","CHEVR","T",34130,10510,10610,"01/01/20151031 12:00:00 PM",13,13,13,359594,"T102","J","1110A","","NY","O","145","W 18th St","","01/05/0001 12:00:00 PM",408,"l2","","Y","0700A","0700P","WHITE",NA,2001,"",0,"07 6","47-Double PKG-Midtown","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7392744",5081466244,"GKS4193","NY","PAS","07/08/2014",7,"SUBN","DODGE","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0649P","","","","","OCEAN PKWY (N/B) @ S","HORE PKWY","01/05/0001 12:00:00 PM",1111,"D","T","","","","GR",NA,2006,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10265098",7333982828,"FFF8386","NY","PAS","11/17/2014",21,"SUBN","CHRYS","T",36870,11710,13610,"01/01/20161123 12:00:00 PM",33,33,33,355134,"T103","B","0936A","","NY","F","525","W 155th St","","01/05/0001 12:00:00 PM",408,"d1","","Y","0930A","1100A","BL",NA,2006,"",0,"CCC","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7809634",4003367972,"YVS31Z","NJ","PAS","06/05/2014",5,"4 DR","AUDI","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0332P","","","","","WB E 34TH ST @ MADIS","ON AVE","01/05/0001 12:00:00 PM",1111,"C","T","","","","BLK",NA,2008,"",0,"","BUS LANE VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11012977",7095777767,"FEY8541","NY","PAS","03/05/2015",38,"4DSD","FORD","T",76960,29620,29620,"01/01/20161031 12:00:00 PM",45,45,45,361364,"T202","J","0154P","","BX","F","47","Westchester Sq","","01/05/0001 12:00:00 PM",408,"h1","","Y","0830A","0700P","GY",NA,2013,"",0,"09P","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3980766",7437161825,"ELD3414","NY","PAS","05/26/2015",21,"SUBN","NISSA","T",24990,18140,51090,"01/01/20161020 12:00:00 PM",103,103,103,355205,"T402","L","1138A","","Q","F","90-33","179th Pl","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","1130A","0100P","GREY",NA,2003,"",0,"A 42","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3346385",7985356927,"62473MC","NY","COM","08/21/2014",19,"VAN","CHEVR","T",10810,34630,34650,"01/01/20141031 12:00:00 PM",14,14,14,354205,"T106","C","0300P","","NY","F","690","8th Ave","","01/05/0001 12:00:00 PM",408,"c3","","YYYYYYY","","","WH",NA,2004,"",0,"99 6","19-No Stand (bus stop)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7941942",4602665380,"RR70S3","PA","PAS","09/30/2014",36,"SW","KIA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1023A","","","","","EB SHORE PKWY @ WEST","AVE","01/05/0001 12:00:00 PM",1180,"B","T","","","","",NA,2005,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6804025",5086225670,"M31EWS","NJ","PAS","05/16/2015",7,"WAGO","KIA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0557A","","","","","ASTORIA BLVD S (E/B)","@ 77TH ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2015,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8106742",1375233373,"AGZ8897","AZ","PAS","10/07/2014",19,"VAN","GMC","P",86630,24830,30930,"01/05/0001 12:00:00 PM",71,71,71,955859,"0071","0000","0959P","","K","F","352","UTICA AVE","","01/05/0001 12:00:00 PM",408,"D","","BBBBBBB","ALL","ALL","WHITE",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6232372",8030235628,"K035060","TX","PAS","05/26/2015",40,"DELV","STERL","T",18030,0,0,"01/01/88880088 12:00:00 PM",18,18,18,361059,"T106","M","0126P","","NY","I","N","E 52nd St","120ft E/of Park Ave","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","WHITE",NA,0,"",0,"67 6","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4879057",8002643045,"AF37508","PA","PAS","11/05/2014",84,"DELV","FRUEH","T",10810,34210,34230,"01/01/20150588 12:00:00 PM",10,10,10,356356,"T102","A","0536A","","NY","F","246","8th Ave","","01/05/0001 12:00:00 PM",408,"k7","","","","","WHITE",NA,0,"",0,"E 17","84-Platform lifts in low posit","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10776808",7383883172,"DDF4794","NC","PAS","04/17/2015",40,"SUBN","BUICK","T",27000,49120,49520,"01/01/20150288 12:00:00 PM",48,48,48,345182,"T201","D","0925A","","BX","O","804","E 178th St","","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","RED",NA,0,"",5,"07 2","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8912802",7535482764,"EKV1076","NY","PAS","07/30/2014",70,"SUBN","HONDA","T",58330,54010,52830,"01/01/20140721 12:00:00 PM",94,94,94,355531,"T301","G","0336P","","K","F","945","Manhattan Ave","","01/05/0001 12:00:00 PM",408,"j3","","YYYYYYY","","","GREY",NA,2008,"",0,"17 3","70A-Reg. Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2878682",7307956275,"EMW2667","NY","PAS","04/22/2015",39,"4DSD","NISSA","T",51090,25390,25440,"01/01/20161015 12:00:00 PM",103,103,103,356538,"T402","R","0247P","0126P","Q","F","191-10","Jamaica Ave","","01/05/0001 12:00:00 PM",408,"d","","Y","0900A","0700P","BK",NA,2012,"",0,"B 42","39-Overtime PKG-Time Limt Post","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8946605",1381110186,"GX57413","NY","PAS","05/26/2015",40,"SDN","HONDA","P",36330,14280,14380,"01/01/20170306 12:00:00 PM",63,63,63,940302,"0063","0000","1110P","","K","F","1580","E 34TH ST","","01/05/0001 12:00:00 PM",408,"F1","","BBBBBBB","ALL","ALL","WH",0,2015,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9662098",7523990988,"85792KA","NY","COM","10/21/2014",78,"VAN","FORD","T",8380,84430,26330,"01/01/20160831 12:00:00 PM",66,66,66,347447,"T802","B","1042P","","K","O","1251","36th St","","01/05/0001 12:00:00 PM",408,"k6","","YYYYYYY","0900P","0500A","WHITE",NA,2002,"",0,"CC2","78-Nighttime PKG on Res Street","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2687030",7475916480,"48670JW","NY","COM","09/30/2014",21,"VAN","FORD","T",15740,24140,24240,"01/01/20141204 12:00:00 PM",107,107,107,361354,"T402","L","1138A","","Q","F","162-15","75th Rd","","01/05/0001 12:00:00 PM",408,"d1","","Y","1030A","1200A","GY",NA,0,"",0,"F 42","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3906092",8005164385,"AN309E","NJ","PAS","12/17/2014",19,"DELV","INTER","T",17830,16320,24890,"01/01/88888888 12:00:00 PM",17,17,17,355080,"T102","A","0544A","","NY","F","125","E 42nd St","","01/05/0001 12:00:00 PM",408,"c3","","YYYYYYY","","","WHITE",NA,0,"",0,"99 6","19-No Stand (bus stop)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10599900",7003008038,"GPY9634","NY","PAS","09/06/2014",13,"SUBN","LEXUS","T",9540,7300,7490,"01/01/20160630 12:00:00 PM",108,108,108,355126,"T401","N","1140A","","Q","F","25-17","41st Ave","","01/05/0001 12:00:00 PM",408,"c2","","YYYYYYY","","","GY",NA,2006,"",0,"M 41","13-No Stand (taxi stand)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8485944",4604775266,"GJZ9929","NY","PAS","01/16/2015",36,"SUBN","TOYOT","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1113A","","","","","EB BEACH CHANNEL DR","@ BEACH 104TH ST","01/05/0001 12:00:00 PM",1180,"B","T","","","","LTGY",NA,2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6850944",5081971042,"38674JX","NY","COM","08/03/2014",7,"VAN","INTER","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0824A","","","","","E 135TH ST (W/B) @ A","LEXANDER AVE","01/05/0001 12:00:00 PM",1111,"D","T","","","","RD",NA,2003,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8525958",8009019288,"FZC1075","NY","PAS","01/10/2015",46,"SUBN","HONDA","T",59430,26230,13830,"01/01/20160417 12:00:00 PM",70,70,70,357695,"T302","D","0144P","","K","F","480","McDonald Ave","","01/05/0001 12:00:00 PM",408,"f1","","","","","RD",NA,2011,"",0,"09 3","46A-Double Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10948110",7795899717,"P64EFM","NJ","PAS","06/22/2015",21,"SWT","HONDA","T",31330,6580,8430,"01/01/88888888 12:00:00 PM",66,66,66,331331,"T302","Q","1157A","","K","F","357","Dahill Rd","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","BLACK",NA,0,"",0,"Q 32","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1145688",7216317762,"BNP3019","NY","PAS","04/21/2015",38,"SUBN","DODGE","T",6380,8530,8580,"01/01/20160522 12:00:00 PM",66,66,66,361264,"T302","F","0351P","","K","F","3918","13th Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","BL",NA,2002,"",0,"43 3","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4972610",8014810510,"GFN8194","NY","PAS","12/19/2014",37,"SUBN","TOYOT","T",6380,8730,8780,"01/01/20150408 12:00:00 PM",66,66,66,358842,"T302","E","0223P","0212P","K","F","4312","13th Ave","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0830A","0700P","GY",NA,2013,"311-3005",0,"01 3","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4901780",7233540664,"FZK1552","NY","PAS","07/03/2014",38,"4DSD","HYUND","T",32930,34930,34980,"01/01/20160618 12:00:00 PM",66,66,66,357704,"T302","I","0406P","","K","F","304","Ditmas Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","RD",NA,2013,"",0,"09 3","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2421523",8042401851,"JVN6528","PA","PAS","06/26/2015",21,"SUBN","BMW","T",19050,0,0,"01/01/20160388 12:00:00 PM",23,23,23,353069,"T103","P","1138A","","NY","I","S","E 104th St","45ft W/of Park Ave","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","1130A","0100P","GREY",NA,0,"",0,"04 7","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"767138",7740378938,"835836","VA","PAS","05/27/2015",38,"MCY","HARLE","T",21705,21700,24390,"01/01/20150088 12:00:00 PM",1,1,1,361863,"T105","C","0132P","","NY","O","5","Great Jones St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0600P","BLUE",NA,0,"",0,"096","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1195668",7739943940,"33123MG","NY","COM","01/20/2015",42,"VAN","CHEVR","T",34030,40404,40404,"01/01/20161031 12:00:00 PM",6,6,6,358117,"T105","N","0148P","","NY","O","675","W 13th St","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0700A","0400P","WH",NA,2015,"146-3033",0,"R 99","42-Exp. Muni-Mtr (Com. Mtr. Z)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10477115",7991191450,"GJT9380","NY","PAS","04/07/2015",21,"4DSD","HONDA","T",14530,90980,90930,"01/01/20150925 12:00:00 PM",62,62,62,358616,"T302","B","0946A","","K","F","116","Avenue S","","01/05/0001 12:00:00 PM",408,"d1","","Y","0930A","1100A","BL",NA,2008,"",0,"33 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7901757",1363456362,"42198JM","NY","COM","06/20/2014",14,"VAN","FORD","X",13590,25900,30650,"01/05/0001 12:00:00 PM",1,1,0,355290,"SICA","0000","0939A","","NY","F","80","BROAD ST","","01/05/0001 12:00:00 PM",408,"C","","BBBBBBB","ALL","ALL","WHT",0,1987,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1191011",8013685202,"92656MD","NY","COM","04/29/2015",69,"VAN","FORD","T",17990,24890,10210,"01/01/20160531 12:00:00 PM",17,17,17,358245,"T102","C","0821A","","NY","F","135","E 50th St","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0700A","0600P","BK",NA,2007,"",0,"MC 9","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"685413",7925375280,"161PLJ","FL","PAS","07/08/2014",31,"4DSD","TOYOT","T",34510,10810,10910,"01/01/20140988 12:00:00 PM",10,10,10,346330,"T502","J","0123P","","NY","F","325","W 37th St","","01/05/0001 12:00:00 PM",408,"l3","","YYYYY","0600A","0700P","BLUE",NA,0,"",0,"B 17","31-No Stand (Com. Mtr. Zone)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2053490",1384347227,"FPA8764","NY","PAS","06/27/2015",70,"SUBN","FORD","P",54050,38080,73480,"01/01/20150614 12:00:00 PM",67,67,164,955480,"0164","0000","0650P","","K","O","9616","KINGS HWY","","01/05/0001 12:00:00 PM",408,"99","","BBBBBBB","ALL","ALL","WHITE",0,1996,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11592106",7657766438,"GKX5610","NY","PAS","09/06/2014",75,"SUBN","ACURA","T",35850,0,0,"01/01/20150807 12:00:00 PM",24,24,24,359282,"T103","H","0734A","","NY","I","S","W 104th St","20ft E/of Broadway","01/05/0001 12:00:00 PM",408,"j5","","","","","GY",NA,2015,"",0,"C 77","75-No Match-Plate/Reg. Sticker","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9476290",1374782701,"EYB6540","NY","PAS","01/12/2015",21,"SUBN","NISSA","X",58130,50930,23230,"01/01/20160318 12:00:00 PM",81,81,0,921396,"KN03","0000","1218P","","K","O","916","MADISON ST","","01/05/0001 12:00:00 PM",408,"D1","","YBBYBBB","1200P","1330P","BLACK",0,2009,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9524722",7724444432,"260BDX","KY","PAS","12/26/2014",14,"4DSD","TOYOT","T",34890,10910,11010,"01/01/20151088 12:00:00 PM",18,18,18,347493,"T108","B","0835A","","NY","F","424","W 56th St","","01/05/0001 12:00:00 PM",408,"c","","YYYYY","0800A","0930A","GREY",NA,0,"",0,"01 8","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5538115",7910318406,"58623MC","NY","COM","11/10/2014",69,"VAN","FORD","T",27790,17630,17650,"01/01/20160430 12:00:00 PM",14,14,14,355446,"T106","E","0245P","","NY","F","2","Park Ave","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0700A","0700P","WH",NA,2010,"",0,"99 6","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4251503",8030732326,"S38EWT","NJ","PAS","04/24/2015",21,"4DSD","AUDI","T",25690,36010,26490,"01/01/88888888 12:00:00 PM",28,28,28,359336,"T103","A","1136A","","NY","F","292","Manhattan Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","1130A","0100P","SILVE",NA,0,"",0,"CC3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"323904",8005592449,"40252JX","NY","COM","02/06/2015",69,"REFG","ISUZU","T",13610,17210,17230,"01/01/20151231 12:00:00 PM",6,6,6,358901,"T101","E","0219P","","NY","F","809","Broadway","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0700A","0600P","WH",NA,2013,"",0,"63 1","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5042879",1382982884,"GEK9588","NY","PAS","05/21/2015",21,"SUBN","BMW","S",64230,90780,76460,"01/01/20170402 12:00:00 PM",60,60,0,589338,"KS18","0000","0740A","","K","O","606","NEPTUNE AVENUE","","01/05/0001 12:00:00 PM",408,"D1","","YBBYBBB","0730A","0800A","RED",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8686634",7163158166,"GVM7555","NY","OMS","05/02/2015",40,"4DSD","HYUND","T",25550,18800,24650,"01/01/20160930 12:00:00 PM",120,120,120,355668,"T303","A","0805A","","R","F","196","Daniel Low Ter","","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","RD",NA,2015,"",5,"02-A","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4006464",8005485554,"WS16888","NY","SRF","11/22/2014",37,"4DSD","TOYOT","T",27590,22890,21690,"01/01/20151003 12:00:00 PM",7,7,7,358913,"T101","C","1252P","1246P","NY","F","59","Orchard St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","GR",NA,1996,"102-3129",0,"04 1","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5835746",7771296956,"FFB6658","NY","PAS","09/19/2014",70,"4DSD","MITSU","T",67030,26230,39630,"01/01/20140825 12:00:00 PM",63,63,63,361355,"T302","O","0110P","","K","F","1481","Nostrand Ave","","01/05/0001 12:00:00 PM",408,"j3","","YYYYYYY","","","WHITE",NA,2001,"",0,"16 3","70A-Reg. Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9148413",7858318690,"AK922F","NJ","PAS","07/25/2014",14,"DUMP","MACK","T",17990,0,0,"01/01/88888888 12:00:00 PM",18,18,18,359587,"T102","K","0242P","","NY","I","S","E 50th St","8ft W/of Madison Ave","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GREEN",NA,0,"",0,"MC 9","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11050648",7857191607,"18681MA","NY","COM","05/06/2015",42,"SUBN","NISSA","T",34870,39,10610,"01/01/20160731 12:00:00 PM",18,18,18,357346,"T106","H","0115P","","NY","F","149","W 55th St","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0700A","0600P","BK",NA,2008,"144-3991",0,"106","42-Exp. Muni-Mtr (Com. Mtr. Z)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"731160",7845154830,"GJK7865","NY","PAS","08/10/2014",14,"SUBN","FORD","T",17330,27110,10010,"01/01/20150916 12:00:00 PM",13,13,13,356525,"T102","J","0104P","","NY","F","331","E 17th St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GY",NA,2007,"",0,"23 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"459134",7013330218,"GPS9992","NY","PAS","12/09/2014",74,"SUBN","ROVER","T",27790,18670,18690,"01/01/20160813 12:00:00 PM",19,19,19,355325,"T103","CC","0941A","","NY","F","1001","Park Ave","","01/05/0001 12:00:00 PM",408,"j2","","","","","WHITE",NA,2014,"",0,"04 7","74-Missing Display Plate","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2357767",7985342503,"PRZ2525","MN","PAS","06/26/2014",84,"REFG","INTER","T",34670,10510,10610,"01/01/20150288 12:00:00 PM",14,14,14,354205,"T106","C","0800A","","NY","O","125","W 45th St","","01/05/0001 12:00:00 PM",408,"k7","","","","","WHITE",NA,0,"",0,"MC 9","84-Platform lifts in low posit","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4784621",7623870191,"JNL1843","PA","PAS","12/22/2014",21,"4DSD","NISSA","T",38490,68390,45490,"01/01/20150288 12:00:00 PM",104,104,104,340066,"T401","M","1116A","","Q","O","58-58","Catalpa Ave","","01/05/0001 12:00:00 PM",408,"d1","","YYYYYYY","","","BLACK",NA,0,"",0,"K 41","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
